,PrevClinName1,ClinCityCode,Year,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,TotCycles,TotFrozTrans,AvgCancel,AvgFreshBR,AvgFrozenBR,AvgNumFrshEmbry,AvgNumThwEmbry
4561,GUNDERSEN LUTHERAN FERTILITY CENTER,LA CROSSE,2010.0,34.0,10,9,2,23.5,60.0,44.44444444444444,50.0,14.7,20.0,11.11111111111111,0.0,16.666666666666668,0.0,50.0,0.0,12.0,1,2,0,5.0,3.0,4.0,3.0,0.0,19.0,5.0,1.5,1.9,2.7,2.5,0.0,0.0,0.0,0.0,55.0,15.0,11.45277777777778,44.486111111111114,16.666666666666668,2.15,0.0
4562,UNIVERSITY OF WISCONSIN-GENERATIONS FERTILITY CARE,MIDDLETON,2010.0,42.0,16,5,2,42.9,18.75,20.0,0.0,16.7,18.75,20.0,50.0,0.0,25.0,0.0,0.0,6.0,4,0,1,12.0,7.0,5.0,1.0,1.0,23.0,4.0,2.0,2.3,3.0,2.0,0.0,0.0,0.0,0.0,65.0,11.0,26.3625,20.4125,6.25,2.325,0.0
4563,WISCONSIN FERTILITY INSTITUTE,MIDDLETON,2010.0,60.0,35,19,4,28.3,11.4,21.05263157894737,25.0,0.0,8.6,0.0,25.0,22.2,31.25,0.0,0.0,36.0,16,11,2,4.0,5.0,17.0,5.0,2.0,16.0,6.0,2.8,2.7,3.2,3.7,0.0,0.0,0.0,0.0,118.0,65.0,8.4,21.438157894736843,13.3625,3.0999999999999996,0.0
4564,REPRODUCTIVE MEDICINE CENTER,MILWAUKEE,2010.0,109.0,46,33,2,44.0,39.1,18.2,0.0,1.8,10.9,12.1,0.0,51.7,12.5,25.0,0.0,29.0,16,12,0,6.0,9.0,15.0,2.0,1.0,32.0,4.0,1.9,2.2,2.5,3.0,0.0,0.0,0.0,0.0,190.0,57.0,6.2,25.325,22.3,2.4,0.0
4565,REPRODUCTIVE SPECIALTY CENTER,MILWAUKEE,2010.0,21.0,12,20,15,42.9,41.666666666666664,30.0,20.0,4.8,8.333333333333334,5.0,13.333333333333334,37.5,40.0,33.333333333333336,0.0,8.0,5,3,0,10.0,0.0,12.0,7.0,0.0,26.0,0.0,1.9,2.1,2.6,2.9,0.0,0.0,0.0,0.0,68.0,16.0,7.866666666666667,33.641666666666666,27.708333333333336,2.375,0.0
4566,"WOMEN'S HEALTH CARE, SC",WAUKESHA,2010.0,3.0,3,2,1,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0.0,18.0,9.0,9.0,0.0,18.0,0.0,2.3,1.5,1.5,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,8.333333333333334,0.0,2.075,0.0
4567,"AURORA HEALTH CARE-AURORA FERTILITY SERVICES, WEST ALLIS",WEST ALLIS,2010.0,52.0,23,16,4,48.1,43.5,50.0,0.0,3.8,13.0,18.75,0.0,33.333333333333336,0.0,100.0,0.0,9.0,1,1,0,4.0,4.0,3.0,1.0,1.0,29.0,1.0,2.0,2.1,2.4,1.5,0.0,0.0,0.0,0.0,95.0,11.0,8.8875,35.4,33.333333333333336,2.0,0.0
4568,ALABAMA FERTILITY SPECIALISTS,BIRMINGHAM,2011.0,39.0,8,9,4,46.2,25.0,33.333333333333336,0.0,17.9,12.5,33.333333333333336,0.0,0.0,14.285714285714286,33.333333333333336,0.0,6.0,7,3,2,21.0,25.0,18.0,34.0,1.0,37.0,11.0,2.2,2.7,2.3,4.3,2.3,1.6,1.3,1.5,60.0,18.0,15.933333333333334,26.133333333333333,11.904761904761905,2.875,1.675
4569,ART FERTILITY PROGRAM OF ALABAMA,BIRMINGHAM,2011.0,163.0,33,23,2,34.4,21.2,47.8,0.0,11.0,15.2,8.7,0.0,27.0,22.22222222222222,0.0,0.0,37.0,9,6,0,33.0,17.0,17.0,25.0,3.0,62.0,61.0,2.0,2.1,2.7,3.0,1.7,1.8,1.0,0.0,221.0,52.0,8.725,25.849999999999998,12.305555555555555,2.45,1.125
4570,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,2011.0,34.0,9,10,2,47.1,22.22222222222222,30.0,0.0,2.9,22.22222222222222,20.0,50.0,0.0,20.0,0.0,0.0,3.0,5,2,1,12.0,13.0,46.0,16.0,0.0,30.0,7.0,2.2,2.5,2.8,2.0,2.3,2.6,3.0,2.0,55.0,11.0,23.780555555555555,24.830555555555556,5.0,2.375,2.475
4571,"HUNTSVILLE REPRODUCTIVE MEDICINE, PC",HUNTSVILLE,2011.0,50.0,16,15,2,50.0,62.5,33.333333333333336,0.0,2.0,0.0,0.0,50.0,44.44444444444444,0.0,0.0,0.0,9.0,7,3,0,27.0,18.0,39.0,19.0,7.0,39.0,15.0,2.2,2.4,3.3,4.0,2.1,1.9,1.3,0.0,83.0,19.0,13.0,36.458333333333336,11.11111111111111,2.9749999999999996,1.325
4572,CENTER FOR REPRODUCTIVE MEDICINE,MOBILE,2011.0,98.0,31,26,12,49.0,22.6,34.6,8.333333333333334,9.2,19.4,7.7,33.333333333333336,61.111111111111114,16.666666666666668,20.0,0.0,18.0,12,5,2,24.0,9.0,19.0,23.0,3.0,40.0,15.0,2.0,2.1,2.7,3.0,2.0,1.8,2.4,2.5,167.0,37.0,17.40833333333333,28.63333333333333,24.444444444444446,2.45,2.175
4573,UNIVERSITY OF SOUTH ALABAMA IVF AND ART PROGRAM,MOBILE,2011.0,21.0,5,4,1,23.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,2,2,0,49.0,43.0,32.0,41.0,22.0,24.0,19.0,2.3,2.2,2.5,3.0,2.0,2.5,2.5,0.0,31.0,6.0,0.0,20.95,12.5,2.5,1.75
4574,"JOHN NELS ANDERSON, MD",SOLDOTNA,2011.0,62.0,16,16,2,16.1,18.75,12.5,0.0,8.1,18.75,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,3,0,13.0,21.0,10.0,12.0,0.0,49.0,28.0,2.6,2.3,2.4,3.0,1.7,3.0,2.0,0.0,96.0,11.0,6.7125,11.8375,0.0,2.575,1.675
4575,TROCHÉ FERTILITY CENTERS,GLENDALE,2011.0,60.0,22,23,10,40.0,31.8,30.4,0.0,1.7,4.5,13.0,20.0,34.4,9.090909090909092,0.0,33.333333333333336,32.0,11,6,3,17.0,9.0,19.0,5.0,1.0,75.0,5.0,2.1,2.6,3.7,4.0,2.2,2.2,2.3,3.0,115.0,52.0,9.8,25.549999999999997,19.206060606060607,3.1,2.425
4576,ARIZONA REPRODUCTIVE MEDICINE SPECIALISTS,PHOENIX,2011.0,72.0,36,34,6,27.8,27.8,11.8,0.0,6.9,5.6,23.5,0.0,24.5,34.6,33.333333333333336,0.0,49.0,26,18,5,17.0,20.0,47.0,9.0,1.0,61.0,9.0,2.2,2.2,2.4,3.3,1.6,1.5,1.9,1.4,148.0,98.0,9.0,16.85,23.108333333333334,2.5250000000000004,1.6
4577,SOUTHWEST FERTILITY CENTER,PHOENIX,2011.0,32.0,11,8,5,25.0,9.090909090909092,25.0,20.0,3.1,0.0,0.0,0.0,22.22222222222222,50.0,0.0,0.0,9.0,2,2,0,11.0,26.0,43.0,23.0,7.0,57.0,10.0,1.9,2.2,2.4,2.2,2.3,2.5,2.0,0.0,56.0,13.0,0.775,19.772727272727273,18.055555555555557,2.175,1.7
4578,ADVANCED FERTILITY CARE,SCOTTSDALE,2011.0,68.0,20,26,9,51.5,50.0,23.1,11.11111111111111,5.9,15.0,11.5,44.44444444444444,53.333333333333336,37.5,33.333333333333336,0.0,15.0,8,3,3,12.0,12.0,29.0,10.0,4.0,50.0,8.0,1.6,1.8,2.5,3.2,1.9,1.9,2.0,2.3,123.0,29.0,19.21111111111111,33.92777777777778,31.04166666666667,2.2750000000000004,2.025
4579,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,SCOTTSDALE,2011.0,79.0,48,34,11,48.1,33.3,23.5,9.090909090909092,7.6,10.4,11.8,18.181818181818183,66.66666666666667,50.0,28.571428571428573,0.0,15.0,10,7,1,8.0,15.0,34.0,5.0,3.0,50.0,3.0,2.0,2.1,2.5,2.9,1.9,2.1,1.9,1.0,172.0,33.0,11.995454545454546,28.497727272727275,36.30952380952381,2.375,1.725
4580,ARIZONA CENTER FOR FERTILITY STUDIES,SCOTTSDALE,2011.0,28.0,9,14,6,39.3,66.66666666666667,42.857142857142854,0.0,0.0,11.11111111111111,0.0,0.0,80.0,44.44444444444444,33.333333333333336,33.333333333333336,5.0,9,6,3,10.0,14.0,20.0,7.0,4.0,31.0,27.0,2.0,2.1,2.2,2.8,2.0,1.7,2.0,2.0,57.0,23.0,2.7777777777777777,37.20595238095238,47.77777777777778,2.275,1.925
4581,IVF PHOENIX,SCOTTSDALE,2011.0,15.0,4,8,4,26.666666666666668,25.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1,4,1,20.0,4.0,4.0,0.0,0.0,53.0,4.0,2.1,2.3,2.4,3.0,1.7,3.0,1.8,2.0,31.0,9.0,0.0,22.291666666666668,6.25,2.45,2.125
4582,FERTILITY TREATMENT CENTER,TEMPE,2011.0,64.0,33,26,20,43.8,27.3,34.6,0.0,0.0,0.0,0.0,0.0,48.3,39.1,38.1,14.285714285714286,60.0,23,21,14,2.0,61.0,14.0,5.0,1.0,9.0,5.0,2.2,2.3,2.4,2.5,2.3,2.3,2.4,2.3,143.0,118.0,0.0,26.424999999999997,34.94642857142857,2.35,2.325
4583,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,TUCSON,2011.0,68.0,32,35,20,41.2,21.9,25.7,5.0,0.0,3.1,2.9,5.0,12.5,7.6923076923076925,18.181818181818183,0.0,48.0,13,11,5,16.0,16.0,14.0,57.0,11.0,23.0,1.0,2.5,3.0,3.4,3.3,3.5,3.2,4.0,4.0,155.0,77.0,2.75,23.45,9.59353146853147,3.05,3.675
4584,REPRODUCTIVE HEALTH CENTER,TUCSON,2011.0,73.0,19,20,8,16.4,10.526315789473685,15.0,0.0,4.1,0.0,15.0,12.5,26.1,40.0,36.36363636363637,14.285714285714286,88.0,20,11,7,17.0,14.0,14.0,18.0,9.0,46.0,9.0,1.6,1.6,1.6,2.0,1.3,1.6,1.7,2.3,120.0,126.0,7.9,10.48157894736842,29.187337662337665,1.7000000000000002,1.725
4585,ARKANSAS FERTILITY CENTER,LITTLE ROCK,2011.0,127.0,40,33,13,43.3,27.5,15.2,7.6923076923076925,4.7,10.0,12.1,30.76923076923077,21.4,20.0,30.0,0.0,42.0,15,10,1,13.0,16.0,9.0,5.0,2.0,14.0,1.0,1.9,2.2,2.4,2.2,1.7,1.7,1.7,1.0,213.0,68.0,14.392307692307693,23.423076923076923,17.85,2.175,1.525
4586,LIFESTART FERTILITY CENTER,AGOURA HILLS,2011.0,3.0,1,1,3,66.66666666666667,0.0,100.0,33.333333333333336,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,0,0,9.0,9.0,46.0,36.0,9.0,64.0,9.0,2.0,1.0,3.0,3.5,2.0,0.0,0.0,0.0,8.0,1.0,0.0,50.00000000000001,25.0,2.375,0.5
4587,ALTA BATES IN VITRO FERTILIZATION PROGRAM,BERKELEY,2011.0,8.0,10,7,4,50.0,20.0,42.857142857142854,50.0,12.5,10.0,0.0,0.0,53.333333333333336,25.0,0.0,33.333333333333336,15.0,4,3,3,9.0,21.0,51.0,6.0,14.0,17.0,11.0,2.0,2.4,2.6,4.5,1.9,2.3,3.7,2.7,29.0,25.0,5.625,40.714285714285715,27.91666666666667,2.875,2.65
4588,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS,2011.0,101.0,49,35,34,52.5,44.9,40.0,17.6,0.0,0.0,0.0,0.0,40.0,14.285714285714286,20.0,0.0,20.0,7,5,4,16.0,8.0,43.0,9.0,3.0,34.0,8.0,2.8,3.2,3.2,3.6,3.2,2.6,3.4,4.0,219.0,36.0,0.0,38.75,18.57142857142857,3.1999999999999997,3.3000000000000003
4589,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,BEVERLY HILLS,2011.0,21.0,19,20,19,42.9,21.05263157894737,20.0,42.10526315789474,0.0,10.526315789473685,15.0,15.789473684210526,60.0,50.0,25.0,50.0,5.0,2,4,2,19.0,6.0,48.0,1.0,4.0,57.0,23.0,2.0,2.2,2.0,1.6,2.4,3.0,2.0,2.0,79.0,13.0,10.328947368421053,31.51447368421053,46.25,1.9500000000000002,2.35
4590,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,BEVERLY HILLS,2011.0,113.0,86,119,70,43.4,31.4,26.1,15.7,1.8,2.3,5.9,11.4,37.7,52.94117647058823,41.1764705882353,30.0,53.0,17,17,10,11.0,10.0,40.0,2.0,5.0,25.0,22.0,1.8,2.1,2.3,2.9,2.0,2.2,1.8,1.9,388.0,97.0,5.35,29.150000000000002,40.45441176470588,2.275,1.975
4591,"WEST COAST IVF CLINIC, INC.",BEVERLY HILLS,2011.0,1.0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50.0,50.0,50.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.5,0.0
4592,FERTILITY CARE OF ORANGE COUNTY,BREA,2011.0,26.0,29,10,2,34.6,17.2,40.0,0.0,11.5,20.7,10.0,0.0,29.41176470588235,37.5,20.0,100.0,17.0,16,5,1,9.0,5.0,30.0,0.0,2.0,32.0,11.0,2.1,2.0,2.7,2.0,1.9,2.3,2.6,2.0,67.0,39.0,10.55,22.95,46.72794117647059,2.2,2.1999999999999997
4593,CENTRAL CALIFORNIA IVF PROGRAM,CLOVIS,2011.0,76.0,28,33,16,27.6,28.6,21.2,12.5,3.9,0.0,15.2,25.0,18.2,0.0,14.285714285714286,0.0,33.0,14,7,1,18.0,20.0,34.0,6.0,0.0,46.0,1.0,2.2,2.5,2.9,2.8,2.1,2.1,2.0,2.0,153.0,55.0,11.024999999999999,22.475,8.121428571428572,2.5999999999999996,2.05
4594,"CALIFORNIA IVF: DAVIS FERTILITY CENTER, INC.",DAVIS,2011.0,65.0,32,19,14,29.2,25.0,10.526315789473685,14.285714285714286,4.6,0.0,10.526315789473685,0.0,25.9,36.8421052631579,33.333333333333336,28.571428571428573,54.0,19,9,7,10.0,11.0,18.0,7.0,6.0,47.0,27.0,2.0,2.0,1.8,2.8,2.1,2.0,1.9,1.9,130.0,89.0,3.781578947368421,19.753007518796995,31.161716791979952,2.15,1.975
4595,CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,ENCINITAS,2011.0,18.0,7,9,2,27.77777777777778,42.857142857142854,33.333333333333336,50.0,5.555555555555555,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,2.0,1,1,0,10.0,3.0,51.0,10.0,21.0,21.0,18.0,2.4,2.7,2.5,3.0,2.5,4.0,3.0,0.0,36.0,4.0,6.944444444444445,38.492063492063494,25.0,2.65,2.375
4596,"THE FERTILITY INSTITUTES-LOS ANGELES, NEW YORK, GUADALAJARA",ENCINO,2011.0,50.0,37,34,3,46.0,27.0,23.5,33.333333333333336,4.0,2.7,0.0,0.0,50.0,0.0,0.0,0.0,4.0,1,1,2,4.0,1.0,7.0,1.0,2.0,9.0,82.0,1.8,1.7,2.1,1.7,2.5,3.0,1.0,2.5,124.0,8.0,1.675,32.458333333333336,12.5,1.825,2.25
4597,HRC FERTILITY-ENCINO,ENCINO,2011.0,94.0,43,57,65,54.3,69.8,35.1,20.0,14.9,9.3,19.3,9.2,41.4,35.7,45.8,25.0,29.0,28,24,16,5.0,7.0,1.0,6.0,1.0,63.0,23.0,2.2,2.0,2.8,3.7,2.3,2.6,2.3,2.5,259.0,97.0,13.175,44.8,36.974999999999994,2.675,2.425
4598,ZOUVES FERTILITY CENTER,FOSTER CITY,2011.0,81.0,76,75,53,28.4,28.9,22.7,9.4,0.0,1.3,4.0,3.8,44.7,23.5,26.666666666666668,16.666666666666668,38.0,34,15,6,10.0,16.0,33.0,20.0,3.0,28.0,9.0,2.2,2.4,2.8,2.3,2.1,2.0,2.1,2.3,285.0,93.0,2.275,22.35,27.883333333333336,2.425,2.125
4599,WEST COAST FERTILITY CENTERS,FOUNTAIN VALLEY,2011.0,30.0,27,13,4,46.7,37.0,15.384615384615385,0.0,0.0,3.7,0.0,25.0,51.7,35.0,60.0,0.0,29.0,20,10,1,30.0,16.0,34.0,15.0,10.0,37.0,28.0,2.1,2.0,2.0,1.3,2.0,1.9,2.2,1.0,74.0,60.0,7.175,24.771153846153847,36.675,1.8499999999999999,1.775
4600,XPERT FERTILITY CARE OF CALIFORNIA,FOUNTAIN VALLEY,2011.0,7.0,9,3,3,71.42857142857143,55.55555555555556,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.0,29.0,54.0,0.0,4.0,46.0,0.0,3.3,3.2,4.7,3.3,0.0,0.0,0.0,0.0,22.0,0.0,0.0,40.07936507936508,0.0,3.625,0.0
4601,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,FREMONT,2011.0,160.0,124,125,59,46.9,41.1,26.4,15.3,9.4,9.7,18.4,18.6,43.0,46.2,31.0,28.571428571428573,79.0,39,29,7,10.0,9.0,52.0,2.0,6.0,45.0,6.0,2.1,2.4,3.1,3.8,2.0,1.8,2.0,2.7,468.0,154.0,14.025,32.425000000000004,37.19285714285714,2.8499999999999996,2.125
4602,CARE FERTILITY,GLENDALE,2011.0,81.0,19,25,24,12.3,26.31578947368421,4.0,8.3,6.2,0.0,8.0,12.5,22.8,17.647058823529413,25.0,0.0,57.0,17,8,5,12.0,13.0,25.0,3.0,16.0,14.0,20.0,2.2,2.5,2.8,3.4,2.3,2.4,3.5,3.2,149.0,87.0,6.675,12.728947368421053,16.361764705882354,2.725,2.8499999999999996
4603,"COASTAL FERTILITY MEDICAL CENTER, INC.",IRVINE,2011.0,65.0,38,34,22,23.1,26.3,29.4,9.1,1.5,7.9,5.9,18.2,39.1,25.0,46.666666666666664,16.666666666666668,23.0,24,15,6,8.0,5.0,37.0,6.0,2.0,32.0,16.0,2.2,2.6,2.8,3.0,2.3,2.3,2.4,2.3,159.0,68.0,8.375,21.975,31.85833333333333,2.6500000000000004,2.325
4604,FERTILITY CENTER OF SOUTHERN CALIFORNIA,IRVINE,2011.0,26.0,18,18,16,50.0,44.44444444444444,27.77777777777778,12.5,3.8,11.11111111111111,11.11111111111111,25.0,40.0,58.333333333333336,50.0,50.0,10.0,12,8,2,10.0,10.0,38.0,10.0,13.0,19.0,20.0,2.3,2.1,2.6,3.4,2.3,1.9,1.5,3.0,78.0,32.0,12.755555555555556,33.68055555555556,49.583333333333336,2.6,2.175
4605,LIFE IVF CENTER,IRVINE,2011.0,26.0,31,46,31,11.5,32.3,19.6,6.5,3.8,6.5,2.2,3.2,50.0,28.3,18.0,11.5,52.0,60,61,52,14.0,5.0,40.0,22.0,6.0,13.0,34.0,1.0,1.1,1.2,1.3,1.3,1.1,1.2,1.3,134.0,225.0,3.925,17.475,26.95,1.15,1.225
4606,REPRODUCTIVE PARTNERS-UCSD REGIONAL FERTILITY CENTER,LA JOLLA,2011.0,120.0,76,77,50,54.2,43.4,39.0,10.0,5.8,11.8,10.4,28.0,50.0,41.2,29.2,0.0,38.0,34,24,3,8.0,12.0,32.0,8.0,5.0,27.0,19.0,1.6,1.9,2.1,2.5,1.7,1.8,1.9,2.7,323.0,99.0,14.0,36.65,30.1,2.025,2.0250000000000004
4607,REPRODUCTIVE SCIENCES CENTER,LA JOLLA,2011.0,12.0,11,11,3,75.0,63.63636363636363,27.272727272727273,0.0,8.333333333333334,0.0,9.090909090909092,33.333333333333336,66.66666666666667,25.0,50.0,0.0,6.0,4,6,0,8.0,16.0,37.0,4.0,12.0,44.0,25.0,2.0,2.7,2.8,3.0,2.3,2.3,2.3,0.0,37.0,16.0,12.689393939393941,41.47727272727273,35.41666666666667,2.625,1.7249999999999999
4608,HRC FERTILITY-ORANGE COUNTY,LAGUNA HILLS,2011.0,105.0,55,66,24,57.1,32.7,40.9,25.0,10.5,21.8,15.2,12.5,56.5,57.142857142857146,61.53846153846154,60.0,23.0,14,13,5,6.0,9.0,8.0,4.0,1.0,26.0,44.0,1.7,1.9,2.3,3.1,1.9,2.1,2.2,2.8,250.0,55.0,15.0,38.925000000000004,58.79532967032967,2.25,2.25
4609,ACACIO FERTILITY CENTER,LAGUNA NIGUEL,2011.0,64.0,37,47,43,37.5,32.4,23.4,11.6,4.7,10.8,19.1,11.6,40.9,50.0,36.36363636363637,60.0,22.0,12,11,5,11.0,5.0,33.0,11.0,11.0,32.0,55.0,2.2,2.6,3.2,2.9,2.4,2.2,2.5,2.8,191.0,50.0,11.55,26.225,46.815909090909095,2.725,2.4749999999999996
4610,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,LOMA LINDA,2011.0,68.0,33,32,12,35.3,39.4,18.8,0.0,7.4,6.1,6.3,25.0,26.9,12.5,0.0,0.0,26.0,8,4,1,22.0,21.0,41.0,10.0,11.0,45.0,4.0,2.2,2.4,2.9,3.0,2.6,2.4,2.5,3.0,145.0,39.0,11.2,23.374999999999996,9.85,2.625,2.625
4611,CALIFORNIA FERTILITY PARTNERS,LOS ANGELES,2011.0,56.0,55,96,83,41.1,40.0,14.6,9.6,8.9,14.5,11.5,28.9,45.45454545454545,45.45454545454545,22.22222222222222,38.46153846153846,11.0,11,18,13,11.0,4.0,54.0,9.0,28.0,33.0,15.0,2.1,2.6,2.8,3.7,2.2,2.1,2.1,2.2,290.0,53.0,15.95,26.324999999999996,37.8982128982129,2.8,2.1500000000000004
4612,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,2011.0,15.0,13,15,14,46.666666666666664,53.84615384615385,40.0,28.571428571428573,0.0,7.6923076923076925,6.666666666666667,28.571428571428573,0.0,0.0,0.0,0.0,0.0,1,1,0,12.0,10.0,49.0,7.0,12.0,35.0,12.0,2.2,1.9,2.1,2.8,0.0,2.0,3.0,0.0,57.0,2.0,10.732600732600734,42.27106227106227,0.0,2.25,1.25
4613,CHA FERTILITY CENTER,LOS ANGELES,2011.0,51.0,31,28,8,37.3,32.3,28.6,12.5,0.0,0.0,0.0,0.0,77.3,18.181818181818183,50.0,0.0,22.0,11,2,2,6.0,5.0,60.0,1.0,2.0,16.0,9.0,2.4,2.6,2.3,2.3,2.5,2.6,2.0,3.0,118.0,37.0,0.0,27.674999999999997,36.37045454545455,2.4,2.525
4614,PACIFIC FERTILITY CENTER-LOS ANGELES,LOS ANGELES,2011.0,104.0,49,40,39,48.1,30.6,10.0,7.7,0.0,0.0,0.0,0.0,22.22222222222222,22.22222222222222,40.0,50.0,18.0,9,5,4,12.0,11.0,12.0,4.0,1.0,33.0,39.0,2.2,2.3,2.5,2.5,2.3,2.0,3.4,2.5,232.0,36.0,0.0,24.1,33.611111111111114,2.375,2.55
4615,UCLA FERTILITY CENTER,LOS ANGELES,2011.0,29.0,13,24,10,24.1,30.76923076923077,37.5,10.0,3.4,0.0,4.2,10.0,40.0,66.66666666666667,25.0,0.0,10.0,3,8,2,8.0,3.0,12.0,13.0,3.0,38.0,46.0,1.7,1.8,2.3,2.0,1.8,1.7,1.5,1.0,76.0,23.0,4.4,25.592307692307692,32.91666666666667,1.95,1.5
4616,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,2011.0,38.0,40,46,50,52.6,32.5,23.9,8.0,5.3,7.5,2.2,16.0,33.3,30.76923076923077,34.5,50.0,24.0,13,29,2,13.0,13.0,58.0,10.0,14.0,42.0,12.0,1.9,2.6,3.0,3.7,2.2,2.5,2.7,2.5,174.0,68.0,7.75,29.25,37.142307692307696,2.8,2.475
4617,THE FERTILITY AND GYNECOLOGY CENTER,MONTEREY,2011.0,29.0,11,5,8,34.5,9.090909090909092,60.0,0.0,0.0,18.181818181818183,0.0,25.0,33.333333333333336,0.0,0.0,100.0,3.0,2,0,1,14.0,17.0,28.0,8.0,1.0,57.0,15.0,2.1,2.4,2.3,4.3,2.0,1.5,0.0,1.0,53.0,6.0,10.795454545454547,25.897727272727273,33.333333333333336,2.775,1.125
4618,NOVA IN VITRO FERTILIZATION,MOUNTAIN VIEW,2011.0,56.0,36,42,22,58.9,38.9,33.3,13.6,0.0,0.0,2.4,9.1,33.3,35.294117647058826,12.5,0.0,21.0,17,8,3,14.0,11.0,49.0,16.0,7.0,14.0,3.0,2.1,2.3,2.9,3.2,2.4,2.6,3.1,4.7,156.0,49.0,2.875,36.175,20.273529411764706,2.625,3.2
4619,NEWPORT FERTILITY CENTER,NEWPORT BEACH,2011.0,19.0,8,18,14,47.36842105263158,50.0,38.888888888888886,7.142857142857143,5.2631578947368425,0.0,0.0,28.571428571428573,25.0,33.333333333333336,22.22222222222222,0.0,4.0,3,9,0,7.0,5.0,61.0,3.0,16.0,14.0,9.0,1.9,2.3,2.9,2.5,1.5,1.7,1.8,0.0,59.0,16.0,8.458646616541355,35.8500417710944,20.13888888888889,2.4,1.25
4620,REPRODUCTIVE SPECIALTY MEDICAL CENTER,NEWPORT BEACH,2011.0,11.0,10,9,2,18.181818181818183,60.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,60.0,33.333333333333336,0.0,0.0,5.0,3,1,1,7.0,10.0,60.0,3.0,3.0,29.0,5.0,2.0,2.4,3.7,4.0,2.0,3.3,2.0,5.0,32.0,10.0,0.0,25.101010101010104,23.333333333333336,3.0250000000000004,3.075
4621,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,NEWPORT BEACH,2011.0,85.0,67,84,46,45.9,41.8,26.2,15.2,5.9,7.5,11.9,21.7,46.3,51.6,55.0,11.11111111111111,41.0,31,20,9,8.0,8.0,30.0,14.0,7.0,37.0,38.0,2.0,2.1,2.2,2.7,1.9,1.5,2.2,1.9,282.0,101.0,11.75,32.275,41.00277777777778,2.25,1.875
4622,LANE FERTILITY INSTITUTE,NOVATO,2011.0,4.0,1,8,1,25.0,100.0,50.0,100.0,0.0,0.0,12.5,0.0,50.0,0.0,50.0,100.0,2.0,0,2,1,11.0,4.0,30.0,0.0,4.0,7.0,0.0,2.0,2.0,2.9,2.0,2.5,0.0,2.0,4.0,14.0,5.0,3.125,68.75,50.0,2.225,2.125
4623,IVF-ORANGE SURGERY CENTER,ORANGE,2011.0,4.0,4,4,1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,5.0,0.0,0.0,0.0,0.0,33.0,43.0,3.3,5.3,4.5,3.0,3.5,0.0,3.0,0.0,13.0,3.0,0.0,12.5,0.0,4.025,1.625
